gender;age;education;score;country;geography;student;teacher;caregiver;occupation;cultural;case;desktop;laptop;tablet;smartphone;richmobile;basicmobile;desktopuse;laptopuse;tabletuse;smartphoneuse;richmobileuse;basicmobileuse;at_everywhere;at_work;at_home;at_familyhouse;at_school;at_public;at_internetcafe;desktop_access;laptop_access;tablet_access;smartphone_access;richmobile_access;basicmobile_access;desktopUSE_net;laptopUSE_net;tabletUSE_net;smartphoneUSE_net;richmobileUSE_net;basicmobileUSE_net;everywhere_net;work_net;home_net;familyhouse_net;school_net;public_net;internetcafe_net;sms_access;digitalphoto_access;digitalvideo_access;digitalpayment_access;digitalpayment_recieve;politicalnews_access;socialnetworks;healthinfo;jobsearch;serviceoffer;games;topics;discussions;word;budgeting;appdev;webdev;products;banking;everywhereUSE;workUSE;homeUSE;familyhouseUSE;schoolUSE;publicUSE;internetcafeUSE;playgames;takephoto;lookphoto;makevideo;watchvideo;makemusic;listenmusic;read;write;talk;talkfamily;events;learn;games_net;takephotos_net;lookphotos_net;makevideos_net;watchvideos_net;makemusic_net;listenmusic_net;read_net;write_net;talkfriends_net;talkfamily_net;planevent_net;learn_net;shareidea_net;learnidea_net;musicdownload_net;moviedownload_net;bookdownload_net;facebook;twitter;instagram;snapchat;youtube;linkedin;badoo;googlep;whatsapp;viber;kik;bbmessenger;vine;pinterest;tumblr;googledocs;blogger;wordpress;wordedit
1;16-19;Secondary;668;Uganda;Peri-urban;1;0;0;Unemployed;Ugandan;Typical;Once every few weeks;Never;Never;Never;Never;Multiple times day;Once every few weeks;Never;Never;Never;Never;Once a day;;;Once a day;;;;Once every few weeks;Once every few weeks;Never;Never;Never;Never;Never;Once every few weeks;Never;Never;Never;Never;Never;;;;;;;Once every few weeks;Always;Once every few weeks;Once every few weeks;Once every few weeks;Once every few weeks;Once every few weeks;Once every few weeks;Once every few weeks;Never;Never;Always;Once every few weeks;Once every few weeks;Once every few weeks;Never;Never;Never;Never;Never;;;Once a day;Once every few weeks;;;Once every few weeks;Somewhat often;Not very often;Not very often;Not very often;Not very often;Never;Somewhat often;Never;Never;Often;Often;Never;Never;Never;Never;Never;Never;Not very often;Never;Never;Never;Never;Not very often;Never;Never;Not very often;Not very often;Not very often;Never;Never;Never;Not very often;Never;Never;Never;Not very often;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;
1;16-19;Secondary;414;Uganda;Urban;1;0;0;Unemployed;Ugandan;Typical;Multiple times day;Every few days;Every few days;Multiple times day;Never;Never;Once a day;Every few days;Every few days;Multiple times day;Never;Never;Multiple times day;;Once a day;;;;;Multiple times day;Every few days;Every few days;Multiple times day;Never;Never;Once a day;Every few days;Every few days;Multiple times day;;;Multiple times day;;Once a day;;;;;Always;Always;Always;Never;Never;Always;Always;Always;Never;Never;Always;Always;Always;Always;;Never;Never;Never;Never;Multiple times day;;Once a day;;;;;Very often;Very often;Very often;Very often;Very often;Never;Very often;Very often;Very often;Very often;Very often;Not very often;Very often;Often;Not very often;Very often;Not very often;Very often;Never;Very often;Very often;Very often;Very often;Very often;Somewhat often;Very often;Very often;Very often;Very often;Never;Somewhat often;Very often;Somewhat often;Very often;Very often;Very often;Never;Never;Never;Very often;Very often;Never;Never;Not very often;Not very often;Not very often;Never;Never;Never;
0;16-19;Secondary;479;Uganda;Urban;1;0;0;Unemployed;Ugandan;Typical;Multiple times day;Every few days;Never;Multiple times day;Never;;Once a day;Once a week;Never;Multiple times day;Never;Never;Multiple times day;;Once a day;;;;;Never;Every few days;Never;Multiple times day;Never;Never;Never;Every few days;Never;Multiple times day;Never;Never;Multiple times day;;Every few days;;;;;Always;Always;Always;Never;Never;Never;Always;Always;Never;Never;Always;Always;Always;Always;Never;Never;Never;Never;Never;Multiple times day;;Once a day;;;;;Often;Very often;Very often;Very often;Very often;Never;Very often;Often;Often;Very often;Very often;Not very often;Very often;Not very often;Not very often;Very often;Not very often;Very often;Never;Somewhat often;Often;Often;Very often;Very often;Not very often;Very often;Often;Often;Somewhat often;Never;Somewhat often;Very often;Not very often;Very often;Somewhat often;Often;Never;Never;Never;Very often;Very often;Never;Never;Not very often;Not very often;Not very often;Never;Never;Never;
0;16-19;Secondary;646;Uganda;Urban;1;0;0;Unemployed;Ugandan;Typical;Once every few weeks;Never;Never;Never;Never;Once a day;Once a month;Never;Never;Never;Never;Every few days;;;Once a day;;;Once a month;;Less than once a month;Never;Never;Never;Never;Never;Less than once a month;Never;Never;Never;Never;Never;;;;;;Less than once a month;;Every few days;Never;Never;Never;Never;Never;Less than once a month;Never;Never;Never;Never;Less than once a month;Never;Less than once a month;Never;Never;Never;Never;Never;;;Every few days;;;Once a month;;Not very often;Never;Not very often;Never;Never;Never;Not very often;Not very often;Not very often;Not very often;Not very often;Never;Not very often;Never;Never;Not very often;Never;Never;Never;Never;Not very often;Not very often;Not very often;Never;Never;Not very often;Never;Never;Never;Never;Never;Not very often;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;
1;16-19;Secondary;697;Uganda;Urban;1;0;0;Unemployed;Ugandan;Typical;Every few days;Never;Never;Never;Never;Once a day;Every few days;Never;Never;Never;Never;Once a day;;;Every few days;;;;;Once a month;Never;Never;Never;Never;Never;Once a month;Never;Never;Never;Never;Never;;;;;;;Once a month;Always;Never;Never;Never;Never;Never;Once a month;Once a month;Never;Never;Every few days;Once a month;Never;Once a month;Never;Never;Never;Never;Never;;;Every few days;;;;Once a month;Somewhat often;Never;Never;Never;Never;Never;Not very often;Not very often;Not very often;Somewhat often;Somewhat often;Not very often;Not very often;Never;Never;Never;Never;Never;Never;Never;Not very often;Not very often;Not very often;Never;Never;Not very often;Never;Never;Never;Never;Never;Somewhat often;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;
1;16-19;Secondary;625;Uganda;Urban;0;0;0;Casual;Ugandan;Typical;Once every few weeks;Never;Never;Never;Never;Every few days;Less than once a month;Never;Never;Never;Never;Every few days;;;;Every few days;;;Less than once a month;Less than once a month;Never;Never;Never;Never;Never;Less than once a month;Never;Never;Never;Never;Never;;;;;;;Less than once a month;Every few days;Never;Never;Never;Once every few weeks;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;;;;Every few days;;;Less than once a month;Never;Never;Never;Never;Never;Never;Not very often;Not very often;Never;Not very often;Not very often;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Not very often;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;
1;16-19;Primary;589;Uganda;Urban;1;0;0;Unemployed;Ugandan;Typical;Once every few weeks;Never;Never;Every few days;Multiple times day;Never;Once every few weeks;Never;Never;Once a week;Multiple times day;Never;Multiple times day;;;Once a week;;;Once every few weeks;Once every few weeks;Never;Never;Once every few weeks;Once a day;Never;Less than once a month;Never;Never;Never;Once every few weeks;Never;Once every few weeks;;;;;;Less than once a month;Always;Always;Always;Never;Never;Never;Every few days;Never;Never;Never;Always;Every few days;Never;Less than once a month;Never;Never;Never;Never;Never;Multiple times day;;;;;;Less than once a month;Often;Somewhat often;Somewhat often;Somewhat often;Not very often;Never;Often;Not very often;Not very often;Often;Often;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;
0;20-24;Certificate;645;Uganda;Urban;0;0;0;Unemployed;Ugandan;Typical;Once a week;Never;Never;Never;Once a day;Once a day;Once a month;;Never;Never;Every few days;Once a day;;;Once a day;Every few days;;Once a month;Once a month;Once a month;Never;Never;Never;Every few days;Never;Once a month;Never;Never;Never;Every few days;Never;;;;Every few days;;Once a month;Once a month;Always;Every few days;Every few days;Always;Always;Once a month;Once a month;Once a month;Once a month;Never;Always;Once a month;Never;Once a month;Never;Never;Never;Never;Never;Multiple times day;;;Every few days;;Once a month;Once a month;Somewhat often;Somewhat often;Somewhat often;Somewhat often;Somewhat often;Never;Often;Somewhat often;Somewhat often;Often;Often;Not very often;Not very often;Never;Never;Never;Never;Never;Never;Never;Not very often;Never;Somewhat often;Never;Never;Not very often;Never;Never;Never;Never;Never;Somewhat often;Never;Never;Never;Not very often;Never;Never;Never;Somewhat often;Never;Never;Never;Never;Never;Never;Never;Never;Never;
0;20-24;Certificate;587;Uganda;Urban;0;0;0;Workforce;Ugandan;Typical;Once a week;Never;Never;Never;Never;Multiple times day;Once a week;Never;Never;Never;Never;Multiple times day;Multiple times day;;;;;;Once a week;Once a week;Never;Never;Never;Never;Never;Once every few weeks;;;;;;;;;;;;Once every few weeks;Always;Every few days;Every few days;Always;Always;Once a week;Once a week;Once a week;;Once a week;Always;Once a week;Once a month;Once a week;Never;Never;Never;Never;Never;Multiple times day;;;;;;Once a week;Somewhat often;Not very often;Not very often;Not very often;Not very often;Never;Often;Not very often;Not very often;Often;Often;Not very often;Not very often;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Somewhat often;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;
1;20-24;Secondary;646;Uganda;Urban;0;0;0;Workforce;Ugandan;Typical;Every few days;Never;Never;Never;Multiple times day;Multiple times day;Every few days;Never;Never;Never;Multiple times day;Multiple times day;Multiple times day;;;;;;Every few days;Every few days;Never;Never;Never;Multiple times day;Never;Once every few weeks;;;;Every few days;;Every few days;;;;;;Once every few weeks;Always;Always;Always;Always;Always;Always;Always;Always;Always;Never;Always;Always;Always;Always;Never;Never;Never;Never;Never;Multiple times day;;;;;;Once every few weeks;Often;Not very often;Not very often;Not very often;Not very often;Never;Very often;Not very often;Not very often;Very often;Very often;Not very often;Not very often;Never;Never;Not very often;Never;Somewhat often;Never;Never;Not very often;Not very often;Often;Often;Not very often;Not very often;Not very often;Not very often;Not very often;Never;Never;Often;Never;Never;Never;Never;Never;Never;Not very often;Very often;Not very often;Never;Never;Not very often;Never;Never;Never;Never;Never;Never
1;20-24;Certificate;678;Uganda;Urban;0;0;0;Workforce;Ugandan;Typical;;Once a day;;;Multiple times day;;Less than once a month;Every few days;Never;Never;Multiple times day;Never;Multiple times day;;Every few days;;;;;Less than once a month;Never;Never;Never;Multiple times day;Never;Less than once a month;Never;Never;Never;Multiple times day;Never;Multiple times day;Never;Never;Never;Never;Never;Less than once a month;Always;Always;Always;Always;Always;Always;Always;Always;Always;Never;Always;Always;Always;Always;Never;Never;Never;Never;Never;Multiple times day;;Every few days;;;;Less than once a month;Often;Somewhat often;Somewhat often;Somewhat often;Somewhat often;Never;Very often;Somewhat often;Somewhat often;Very often;Often;Not very often;Not very often;Never;Never;Somewhat often;Never;Somewhat often;Never;Never;Not very often;Never;Often;Somewhat often;Not very often;Not very often;Not very often;Not very often;Somewhat often;Never;Never;Often;Never;Never;Never;Not very often;Never;Never;Never;Very often;Not very often;Never;Never;Never;Never;Never;Never;Never;Never;Never
0;25-30;Mas/PhD;434;Uganda;Urban;0;0;0;Workforce;Ugandan;Typical;Multiple times day;Multiple times day;Multiple times day;Multiple times day;;;Less than once a month;Multiple times day;Once a week;Multiple times day;Never;Never;Multiple times day;;;;;;;Less than once a month;Multiple times day;Every few days;Multiple times day;;;Never;Multiple times day;Every few days;Multiple times day;;;Multiple times day;Multiple times day;Multiple times day;;;;;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Never;Never;Always;Always;Multiple times day;;Multiple times day;;;;;Somewhat often;Somewhat often;Somewhat often;Somewhat often;Somewhat often;Never;Very often;Often;Often;Very often;Very often;Often;Often;Not very often;Never;Often;Never;Often;Never;Somewhat often;Often;Often;Very often;Very often;Somewhat often;Often;Somewhat often;Not very often;Not very often;Never;Somewhat often;Often;Often;Often;Never;Somewhat often;Often;Never;Not very often;Very often;Not very often;Never;Never;Never;Not very often;Never;Not very often;Never;Never;Very often
0;>30;University;865;Ethiopia;Peri-urban;0;0;0;Unemployed;Ethiopian;Typical;Once a day;Never;Never;Multiple times day;Multiple times day;Multiple times day;Once a day;Never;Never;Multiple times day;Never;Never;Once a day;Every few days;Multiple times day;Never;Never;Never;Once a week;Every few days;Never;Never;Once a day;Never;Never;Every few days;Never;Never;Multiple times day;Never;Never;Once a day;Every few days;Once a day;Never;Never;Never;Once a week;Once a day;Every few days;Every few days;Never;Never;Never;Once a day;Never;Once a week;Never;Never;Never;Once a week;Once a day;Never;Never;Never;Never;Never;Every few days;Every few days;Once a day;Never;Never;Never;Once a week;Never;Often;Often;Somewhat often;Somewhat often;Somewhat often;Often;Somewhat often;Somewhat often;Often;Often;Somewhat often;Not very often;Never;Often;Somewhat often;Not very often;Somewhat often;Not very often;Often;Often;Often;Often;Somewhat often;Somewhat often;Somewhat often;Often;Not very often;Not very often;Never;Often;Often;Never;Never;Never;Often;Somewhat often;Never;Never;Somewhat often;Somewhat often;Never;Never;Never;Never;Never;Often;Never;Never;Somewhat often
0;25-30;University;365;Uganda;;0;0;0;Workforce;Ugandan;Typical;Multiple times day;Multiple times day;Every few days;Multiple times day;Multiple times day;Multiple times day;;;;;;;;;;;;;;Multiple times day;Multiple times day;Every few days;Multiple times day;Multiple times day;NA;Multiple times day;Multiple times day;Once a day;Multiple times day;Multiple times day;Never;Multiple times day;Multiple times day;Multiple times day;Less than once a month;Never;Once a week;Less than once a month;Always;Every few days;Less than once a month;Every few days;Every few days;Always;Always;Always;Always;Every few days;Always;Always;Always;Always;Once a week;Once a week;Once a week;Always;Every few days;Multiple times day;Multiple times day;Multiple times day;Never;Never;Never;Once a week;Very often;Very often;Very often;Often;;Never;Very often;Very often;Very often;Very often;Very often;Often;Very often;Not very often;;;;;;Very often;Very often;Very often;Very often;Very often;Often;Very often;Very often;Very often;Very often;Very often;Often;Very often;Not very often;Not very often;Not very often;Very often;Not very often;Not very often;Often;Very often;Not very often;Not very often;Not very often;Not very often;Not very often;Never;Often;Somewhat often;Somewhat often;Very often
1;25-30;University;367;Uganda;Peri-urban;0;0;0;Self-employed;Ugandan;Typical;Multiple times day;Multiple times day;Once a day;Multiple times day;Multiple times day;Multiple times day;;;;;;;;;;;;;;Multiple times day;Multiple times day;Every few days;Multiple times day;Multiple times day;Never;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Never;Multiple times day;Multiple times day;Multiple times day;Never;Never;Never;Once every few weeks;Always;Always;Every few days;Every few days;Every few days;Always;Always;Always;Always;Always;Always;Always;Once a day;Always;Once every few weeks;Every few days;Every few days;Once every few weeks;Once a month;Multiple times day;Multiple times day;Multiple times day;Never;Never;Never;Once every few weeks;Very often;Very often;Very often;Often;;Never;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;;;;;;Very often;Very often;Very often;Very often;Very often;Often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Somewhat often;Somewhat often;Very often;Very often;Never;Very often;Very often;Not very often;Not very often;Never;Never;Somewhat often;Never;Very often;Often;Very often;Very often
1;25-30;Primary;270;Uganda;Peri-urban;0;0;0;Unemployed;Ugandan;Typical;Never;Once every few weeks;Never;Multiple times day;NA;Multiple times day;;;;;;;;;;;;;;Never;Never;Never;Every few days;Never;Never;Never;Never;Never;Multiple times day;Never;Never;;;Multiple times day;;;;;Always;Once a day;Once a day;Once every few weeks;Never;Never;Every few days;Never;Every few days;Never;Every few days;Never;Every few days;Never;Never;Never;Never;Never;Never;;;Multiple times day;;;;;Somewhat often;;;;;;Often;;;Very often;Very often;;;;;;;;;;;;;;;;;;;;;Somewhat often;;;;;;;;;;;;;;;;;;
0;25-30;University;558;Ethiopia;Urban;0;0;0;Workforce;Ethiopian;Typical;Multiple times day;Multiple times day;Never;Multiple times day;Once every few weeks;Once every few weeks;Multiple times day;Multiple times day;;Multiple times day;Never;Never;Multiple times day;Multiple times day;Once a day;Once every few weeks;Less than once a month;Less than once a month;Once every few weeks;Multiple times day;Multiple times day;Never;;Once every few weeks;Once every few weeks;Multiple times day;Once a day;Never;Multiple times day;Never;Never;Multiple times day;Multiple times day;;Once every few weeks;Less than once a month;Less than once a month;Once every few weeks;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Never;Never;Never;Always;Multiple times day;Multiple times day;Once a day;Once every few weeks;Less than once a month;Less than once a month;Once every few weeks;Somewhat often;Somewhat often;Somewhat often;Not very often;Often;Not very often;Often;Often;Often;Often;Often;Often;Very often;Never;Never;Not very often;Never;Often;Never;Somewhat often;Very often;Somewhat often;Very often;Not very often;Somewhat often;Somewhat often;Somewhat often;Somewhat often;Not very often;Somewhat often;Not very often;Very often;Often;Never;Never;Somewhat often;Very often;Not very often;Often;Often;Very often;Never;Never;Never;Not very often;Never;Never;Never;Never;Often
1;25-30;University;321;Kenya;Urban;0;1;0;Workforce;Kenyan;Typical;Multiple times day;Never;Never;Multiple times day;Never;Multiple times day;Multiple times day;Never;Never;Multiple times day;Never;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Never;Never;Multiple times day;Multiple times day;Never;Multiple times day;Never;Never;Multiple times day;Multiple times day;Never;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Never;Never;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Less than once a month;Less than once a month;Less than once a month;Always;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Never;Very often;Never;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Somewhat often;Somewhat often;Somewhat often;Very often;Very often;NA;NA;Very often;Very often;NA;Very often;Very often;Very often;NA;NA;NA;NA;NA;NA;NA;NA;Very often
0;25-30;Mas/PhD;504;Ethiopia;Peri-urban;1;0;1;Workforce;Ethiopian;Typical;Once a day;Multiple times day;Every few days;Multiple times day;Once a day;Once a day;Every few days;Multiple times day;Never;Multiple times day;Once every few weeks;Once every few weeks;Multiple times day;Never;Once a day;Once every few weeks;Once a day;Every few days;Once every few weeks;Once a day;Multiple times day;Never;Multiple times day;Every few days;Every few days;Every few days;Once a day;Never;Multiple times day;Once every few weeks;Once every few weeks;Multiple times day;Never;Once a day;Once every few weeks;Once a day;Every few days;Once every few weeks;Always;Always;Always;Always;Always;Always;Always;Never;Always;Never;Always;Always;Every few days;Always;Always;Never;Never;Never;Always;Multiple times day;Never;Once a day;Once every few weeks;Once a day;Every few days;Once every few weeks;Somewhat often;Very often;Often;Very often;Often;Not very often;Often;Often;Somewhat often;Often;Often;Often;Often;Not very often;Somewhat often;Somewhat often;Somewhat often;Often;Never;Often;Often;Somewhat often;Often;Not very often;Somewhat often;Often;Somewhat often;Somewhat often;Somewhat often;Not very often;Not very often;Very often;Never;Never;Never;Somewhat often;Not very often;Never;Not very often;Not very often;Somewhat often;Never;Never;Never;Never;Never;Never;Never;Never;
1;25-30;Secondary;801;Kenya;Rural;0;0;0;Workforce;Kenyan;Typical;Once every few weeks;Less than once a month;;Less than once a month;Less than once a month;Multiple times day;Once every few weeks;Never;Never;Never;;Multiple times day;Never;Multiple times day;Multiple times day;Never;Never;Never;Never;Once every few weeks;Never;Never;Never;Never;Never;Once every few weeks;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Less than once a month;Always;Never;Never;Always;Always;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Multiple times day;Multiple times day;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Very often;Very often;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never
1;20-24;University;504;Ethiopia;Urban;0;0;0;NA;Ethiopian;Typical;Every few days;Multiple times day;Every few days;Multiple times day;Every few days;Every few days;Every few days;Multiple times day;Never;Multiple times day;Once every few weeks;Once every few weeks;Multiple times day;Never;Multiple times day;Once every few weeks;Once every few weeks;Once every few weeks;Once every few weeks;Every few days;Every few days;Never;Multiple times day;Once every few weeks;Once every few weeks;Every few days;Once every few weeks;Never;Multiple times day;Never;Never;Multiple times day;Never;Once a day;Once every few weeks;Once every few weeks;Once every few weeks;Once every few weeks;Always;Always;Always;Never;Never;Once every few weeks;Always;Less than once a month;Always;Always;Always;Always;Always;Always;Always;Never;Never;Never;Once every few weeks;Multiple times day;Never;Once a day;Once every few weeks;Once every few weeks;Once every few weeks;Once every few weeks;Somewhat often;Not very often;Somewhat often;Never;Often;Never;Often;Somewhat often;Somewhat often;Often;Somewhat often;Somewhat often;Somewhat often;Never;Not very often;Not very often;Never;Often;Never;Somewhat often;Somewhat often;Somewhat often;Somewhat often;Somewhat often;Somewhat often;Somewhat often;Somewhat often;Somewhat often;Never;Never;Never;Very often;Not very often;Not very often;Never;Often;Very often;Not very often;Not very often;Not very often;Very often;Never;Never;Never;Not very often;Never;Never;Never;Never;
1;25-30;Mas/PhD;499;Kenya;Urban;0;0;0;Workforce;Kenyan;Typical;Once a day;Every few days;Never;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Never;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Never;Never;Every few days;Never;Multiple times day;Once a day;Never;Multiple times day;Multiple times day;Multiple times day;Once a day;Once a day;Never;Once a day;Multiple times day;Multiple times day;Once a day;Multiple times day;Never;Never;Never;Never;Once a day;Always;Always;;Once a month;Always;Never;Always;Once a day;Once a day;Never;Once a day;Once a day;Once a day;Always;Always;Never;Never;Always;Always;Multiple times day;Multiple times day;Multiple times day;Never;Never;Never;Multiple times day;Very often;Very often;Very often;Never;Often;Never;Very often;Somewhat often;NA;Very often;Very often;Very often;Very often;Not very often;Not very often;Not very often;Never;Very often;Never;Often;Very often;Never;Very often;Very often;Very often;Very often;Very often;Very often;Often;Often;Never;Very often;Very often;Never;Never;Somewhat often;Often;Never;Often;Often;Never;Never;Never;Never;Never;Never;Never;Never;Never;Very often
0;16-19;Primary;445;Rwanda;Urban;0;0;0;Casual;Rwandan;Typical;Every few days;Every few days;Never;Multiple times day;NA;Never;;;;;;;;;;;;;;Once a day;Multiple times day;Never;Multiple times day;NA;Never;Multiple times day;Every few days;Never;Once a day;Never;Never;Once a day;Never;Once a day;Every few days;Never;Every few days;Never;Always;Always;Once a day;Always;Always;Always;Once a day;Once a day;Never;Never;Once a day;Once a day;Once a day;Once a day;Once a day;Never;Never;Never;Once a month;Once a day;Never;Multiple times day;Once a day;Never;Once a day;Never;Very often;Often;Often;Often;Often;Often;Very often;Very often;Very often;Often;Often;Often;Often;Often;Somewhat often;Somewhat often;Somewhat often;Very often;Somewhat often;Very often;Very often;Often;Often;Often;Often;Often;Often;Often;Often;Often;Never;Often;Never;Never;Often;Often;Never;Never;Often;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;
0;16-19;Certificate;376;Rwanda;Urban;1;0;0;Unemployed;Rwandan;Typical;Every few days;Never;NA;Never;NA;Never;;;;;;;;;;;;;;Once a day;Multiple times day;Never;Multiple times day;Never;Never;Once a day;Multiple times day;Never;Multiple times day;Never;Never;Multiple times day;Never;Multiple times day;Every few days;Never;Multiple times day;Multiple times day;Always;Always;Always;Always;Always;Always;Always;Never;Never;Never;Always;Always;Always;Always;Once a day;Never;Never;Never;Always;Multiple times day;Never;Multiple times day;Multiple times day;Never;Multiple times day;Multiple times day;Often;Very often;Very often;Very often;Very often;Very often;Very often;Often;Often;Very often;Very often;Often;Very often;Often;Very often;Very often;Somewhat often;Very often;Somewhat often;Very often;Very often;Very often;Often;Often;Very often;Very often;Very often;Very often;Often;Very often;Somewhat often;Very often;Very often;Very often;NA;Often;NA;NA;Often;Very often;NA;NA;NA;NA;NA;NA;NA;NA;NA;
0;16-19;Secondary;580;Rwanda;Urban;0;0;0;Unemployed;Rwandan;Typical;Once every few weeks;Never;Never;Never;Never;Multiple times day;;;;;;;;;;;;;;Every few days;Never;Never;Never;Never;Multiple times day;Every few days;Never;Never;Never;Never;Multiple times day;Multiple times day;Never;Multiple times day;Never;Multiple times day;Multiple times day;Never;Always;Always;Always;Never;Never;Always;Always;Never;Never;Never;Always;Every few days;Every few days;Never;Never;Never;Never;Never;Never;Once every few weeks;Never;Never;Never;Never;Every few days;Less than once a month;Very often;Very often;Very often;Not very often;Very often;Not very often;Very often;Very often;Very often;Very often;Very often;Not very often;Not very often;Somewhat often;Often;Often;Not very often;Very often;Not very often;Very often;Very often;Very often;Very often;Very often;Never;Not very often;Very often;Not very often;Never;Never;Never;Very often;Not very often;Not very often;Not very often;Somewhat often;Never;Never;Very often;Somewhat often;Never;Never;Never;Never;Never;Never;Never;Never;Never;
1;20-24;Secondary;439;Rwanda;Urban;0;0;0;Unemployed;Rwandan;Typical;Every few days;Once a day;Never;Once a month;NA;Multiple times day;;;;;;;;;;;;;;Every few days;Once every few weeks;Never;Once every few weeks;;Less than once a month;Every few days;Once every few weeks;Never;Once every few weeks;Never;Less than once a month;Never;Never;Once a week;Less than once a month;Never;Every few days;Once a month;Once a day;Every few days;Every few days;Never;Never;Every few days;Every few days;Never;Every few days;Never;Every few days;Every few days;Every few days;Every few days;Once a day;Never;Never;Never;Never;Every few days;Never;Every few days;Every few days;Never;Every few days;Every few days;Somewhat often;Often;Often;Often;Often;Often;Often;Often;Often;Often;Often;Often;Often;Somewhat often;Often;Often;;Often;Often;Often;Often;Often;Often;Often;Often;Often;Often;Often;Somewhat often;Somewhat often;Somewhat often;Often;Not very often;Not very often;Never;Often;Never;Never;Often;Often;Never;Never;Never;Never;Never;Never;Often;Never;Often;
0;20-24;Secondary;503;Rwanda;Urban;0;0;0;Unemployed;Rwandan;Typical;Every few days;Every few days;NA;Never;NA;Multiple times day;;;;;;;;;;;;;;Every few days;Every few days;Never;Never;NA;Multiple times day;Every few days;Every few days;Never;Never;NA;Multiple times day;Never;Never;Never;Never;Never;Every few days;Once every few weeks;Always;Always;Always;Never;Never;Once a week;Every few days;Never;Once every few weeks;Never;Every few days;Less than once a month;Every few days;Always;Always;NA;Never;Never;Never;Every few days;Never;Never;Never;Never;Every few days;Every few days;Not very often;Somewhat often;Often;Not very often;Somewhat often;Somewhat often;Very often;Very often;Very often;Often;Often;Somewhat often;Somewhat often;Somewhat often;Often;Often;Not very often;Often;Not very often;Often;Often;Often;Often;Often;Often;Often;Often;Often;Somewhat often;Somewhat often;Somewhat often;Somewhat often;Never;Never;Never;Very often;Never;Never;Very often;Never;Never;Never;Never;Never;Never;Never;Very often;Never;;
