gender;age;education;score;country;geography;student;teacher;caregiver;occupation;cultural;case;desktop;laptop;tablet;smartphone;richmobile;basicmobile;desktopuse;laptopuse;tabletuse;smartphoneuse;richmobileuse;basicmobileuse;at_everywhere;at_work;at_home;at_familyhouse;at_school;at_public;at_internetcafe;desktop_access;laptop_access;tablet_access;smartphone_access;richmobile_access;basicmobile_access;desktopUSE_net;laptopUSE_net;tabletUSE_net;smartphoneUSE_net;richmobileUSE_net;basicmobileUSE_net;everywhere_net;work_net;home_net;familyhouse_net;school_net;public_net;internetcafe_net;sms_access;digitalphoto_access;digitalvideo_access;digitalpayment_access;digitalpayment_recieve;politicalnews_access;socialnetworks;healthinfo;jobsearch;serviceoffer;games;topics;discussions;word;budgeting;appdev;webdev;products;banking;everywhereUSE;workUSE;homeUSE;familyhouseUSE;schoolUSE;publicUSE;internetcafeUSE;playgames;takephoto;lookphoto;makevideo;watchvideo;makemusic;listenmusic;read;write;talk;talkfamily;events;learn;games_net;takephotos_net;lookphotos_net;makevideos_net;watchvideos_net;makemusic_net;listenmusic_net;read_net;write_net;talkfriends_net;talkfamily_net;planevent_net;learn_net;shareidea_net;learnidea_net;musicdownload_net;moviedownload_net;bookdownload_net;facebook;twitter;instagram;snapchat;youtube;linkedin;badoo;googlep;whatsapp;viber;kik;bbmessenger;vine;pinterest;tumblr;googledocs;blogger;wordpress;wordedit
0;16-19;Secondary;522;Rwanda;Urban;1;0;0;Unemployed;Rwandan;Typical;Once a month;Multiple times day;Never;Multiple times day;NA;Multiple times day;;Once a week;Never;Multiple times day;Never;Multiple times day;Multiple times day;Never;Once a week;Once a month;;Never;Never;Once a month;Once a week;;Multiple times day;NA;Never;Once a month;Once a week;Never;Multiple times day;NA;Never;Multiple times day;Once a week;Multiple times day;Once a month;Never;Never;Never;Always;Always;Always;Always;Always;Always;Always;Always;Always;Never;Always;Always;Always;Once a week;Never;Never;Never;Never;Never;Multiple times day;Never;Multiple times day;Once a week;Never;Never;Never;Very often;Very often;Often;Never;Very often;Never;Very often;Very often;Very often;Very often;Very often;Often;Very often;Often;Often;Often;Never;Often;Never;Often;Often;Often;Often;Often;Often;Often;Often;Very often;Very often;Somewhat often;NA;Very often;Somewhat often;Never;Never;Often;NA;NA;NA;Very often;NA;NA;NA;NA;NA;NA;NA;NA;NA;
1;25-30;University;413;Rwanda;Urban;1;0;0;Unemployed;Rwandan;Typical;Once a day;Multiple times day;Every few days;Multiple times day;NA;Multiple times day;Once a week;Every few days;Once a month;Multiple times day;NA;Multiple times day;Multiple times day;Never;Multiple times day;Once a week;Multiple times day;;Never;Once a week;Every few days;;Multiple times day;Never;Never;Once a week;Every few days;Once a month;Multiple times day;NA;Never;Multiple times day;Never;Multiple times day;;Multiple times day;Never;Once a week;Always;Always;Always;Every few days;Every few days;Always;Always;NA;Once a day;Every few days;Always;Always;Every few days;Once a day;Once a day;Once a month;Once a month;Once every few weeks;Less than once a month;Multiple times day;;Multiple times day;;Multiple times day;;Every few days;Somewhat often;Often;Often;Somewhat often;Often;Somewhat often;Often;Often;Often;Very often;Very often;Often;Somewhat often;Not very often;Not very often;Often;Not very often;Somewhat often;Often;Often;Often;Often;Often;Often;Somewhat often;Somewhat often;Somewhat often;Often;Often;Often;Somewhat often;Often;Somewhat often;Often;Very often;Often;NA;NA;Very often;Very often;Not very often;NA;NA;NA;;;Never;NA;NA;
1;20-24;University;474;Rwanda;RuralUrban;0;0;0;Unemployed;Rwandan;Typical;Less than once a month;Multiple times day;Less than once a month;Multiple times day;NA;Multiple times day;Less than once a month;Once a week;Never;Multiple times day;NA;Never;Multiple times day;Never;Multiple times day;Less than once a month;Multiple times day;Never;Once a week;Less than once a month;Once a week;Never;Multiple times day;Never;Never;Less than once a month;Once a week;Never;Multiple times day;Never;Never;Multiple times day;;Multiple times day;Never;Once a day;Never;Once a week;Always;Always;Always;Always;Always;Always;Always;NA;Once a day;NA;Always;Always;Always;Every few days;Every few days;NA;NA;NA;Never;;;;;;;;Not very often;Not very often;Very often;Not very often;Very often;Not very often;Very often;Very often;Very often;Very often;Very often;Not very often;Often;Often;Often;Very often;Somewhat often;;Somewhat often;Very often;Very often;Very often;Very often;Very often;Somewhat often;Often;Often;Often;Often;Often;Often;Very often;Not very often;Not very often;NA;Very often;NA;NA;Never;Very often;Very often;NA;NA;NA;NA;NA;NA;NA;NA;
1;16-19;Secondary;445;Rwanda;Rural;0;0;0;Unemployed;Rwandan;Typical;Every few days;Never;Never;Never;Never;Multiple times day;Every few days;Never;Never;Never;Never;Multiple times day;;;Multiple times day;;;Every few days;Once a week;Every few days;;;;;;;;;;;;Every few days;Never;Multiple times day;;Never;Every few days;Once every few weeks;Always;Every few days;Every few days;Once a week;Once a week;Every few days;Once a day;NA;NA;NA;Once a week;Every few days;Every few days;Once a week;Once a week;NA;NA;Never;Never;Multiple times day;;Multiple times day;Less than once a month;Never;Every few days;Once every few weeks;Somewhat often;Somewhat often;Often;Not very often;Often;Often;Very often;Often;Often;Often;Somewhat often;NA;Somewhat often;Somewhat often;Somewhat often;Often;Somewhat often;Often;Somewhat often;Often;Often;Often;Often;Somewhat often;NA;Somewhat often;Somewhat often;Often;Often;Often;NA;Often;Never;Never;Never;Often;NA;NA;Never;Never;Never;NA;NA;NA;NA;NA;NA;NA;NA;
1;20-24;University;28;Lebanon;Urban;0;0;0;Workforce;Lebanese;Typical;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;16-19;Secondary;566;Rwanda;Peri-urban;0;0;0;Unemployed;Rwandan;Typical;Every few days;Never;NA;Multiple times day;NA;Multiple times day;Every few days;Never;NA;Every few days;;Multiple times day;;Never;Multiple times day;Less than once a month;Never;Every few days;Less than once a month;Every few days;Never;NA;Every few days;NA;Every few days;Every few days;Never;NA;Every few days;NA;Every few days;;Never;Every few days;Less than once a month;Never;Every few days;Once a month;Always;Always;Always;Always;Always;Every few days;Every few days;Every few days;Every few days;NA;Always;Every few days;Every few days;Every few days;Every few days;NA;NA;Never;Never;;Never;Multiple times day;Less than once a month;Never;Every few days;Once every few weeks;Somewhat often;Often;Often;Somewhat often;Often;Somewhat often;Often;Often;Often;Often;Often;Never;Not very often;Never;Not very often;Somewhat often;Not very often;Somewhat often;Not very often;Somewhat often;Somewhat often;Somewhat often;Somewhat often;Somewhat often;Never;Not very often;Somewhat often;Somewhat often;Somewhat often;Somewhat often;Never;Often;Never;Never;Never;Often;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;
0;20-24;Secondary;540;Rwanda;Urban;0;0;0;Unemployed;Rwandan;Typical;Every few days;Once a month;Never;Once a day;Never;Multiple times day;Every few days;Once a month;Never;Never;NA;Multiple times day;Multiple times day;Never;Multiple times day;Less than once a month;Never;Every few days;Never;Every few days;Less than once a month;Never;Once a week;NA;Multiple times day;Every few days;Once a month;Never;Less than once a month;NA;Multiple times day;;Never;Multiple times day;Less than once a month;Never;Every few days;Never;Always;Always;Always;Always;Always;Always;Always;NA;Always;Always;Always;Always;Always;Every few days;Every few days;NA;NA;NA;NA;;Never;Multiple times day;Less than once a month;Never;Every few days;Never;Somewhat often;Not very often;Often;Not very often;Often;Not very often;Often;Often;Often;Often;Often;NA;Often;Never;Not very often;Often;Not very often;Often;Never;Often;Often;Often;Often;Somewhat often;Often;Often;Often;Often;Often;Never;NA;Very often;Never;NA;NA;Often;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
0;20-24;Secondary;476;Rwanda;Urban;0;0;0;Unemployed;Rwandan;Typical;Once a day;Once a day;Once a day;Once a day;NA;Once a day;Every few days;Once a day;Never;Multiple times day;NA;Multiple times day;Multiple times day;Never;Multiple times day;Once every few weeks;Never;Every few days;Once a month;Every few days;Once a day;Once a day;Once a day;NA;Never;Every few days;Once a day;Never;Once a day;NA;Never;Multiple times day;Never;Multiple times day;Less than once a month;Never;Every few days;Once a month;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;NA;NA;Always;Always;Multiple times day;Never;Multiple times day;Less than once a month;Never;Every few days;Once a month;Never;Often;Often;Not very often;Often;Not very often;Very often;Very often;Very often;Very often;Often;Somewhat often;Very often;Never;Somewhat often;Often;Never;Somewhat often;Not very often;Often;Often;Often;Often;Somewhat often;Not very often;Often;Somewhat often;Often;Somewhat often;Not very often;Somewhat often;Often;Never;Never;Never;Often;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;
1;20-24;Secondary;530;Rwanda;Rural;0;0;0;Unemployed;Rwandan;Typical;Once a week;Once a week;NA;Once a month;NA;Multiple times day;Never;Never;Never;Never;NA;Multiple times day;;Never;Multiple times day;Never;Never;Never;Never;Never;Never;Never;Never;NA;Every few days;Never;Never;Never;Never;NA;Every few days;;Never;Every few days;Less than once a month;Never;Never;Never;Always;Always;Always;Always;Always;Every few days;Every few days;NA;NA;NA;Once a day;Every few days;Every few days;Never;Never;NA;NA;NA;NA;;Never;Multiple times day;NA;Never;Never;Never;Often;Often;Often;Not very often;Often;Not very often;Often;Often;Often;Often;Often;NA;NA;Never;Never;Somewhat often;Never;Somewhat often;Never;Somewhat often;Somewhat often;Somewhat often;Somewhat often;Somewhat often;Never;Somewhat often;Somewhat often;Somewhat often;Somewhat often;Never;NA;;;;;;;;;;;;;;;;;;;
1;16-19;Secondary;649;Rwanda;Rural;0;0;0;Unemployed;Rwandan;Typical;Every few days;Never;Never;Never;NA;Multiple times day;Every few days;Never;Never;Never;Never;Multiple times day;;Never;Multiple times day;Once every few weeks;Never;Every few days;Never;Every few days;Never;Never;Never;NA;Never;Never;Never;Never;Never;NA;Never;Never;Never;Never;Never;Never;Never;Never;Always;Always;Always;Always;Always;Never;Never;Never;Never;Never;Always;;Always;Never;Never;NA;NA;NA;NA;Never;Never;Multiple times day;Never;Never;Never;Never;;;;;;;;;;;;;;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;NA;NA;NA;Never;NA;NA;NA;Never;NA;NA;NA;NA;NA;NA;NA;NA;NA;
1;;Secondary;304;Rwanda;Rural;0;0;0;NA;Rwandan;Typical;Once a month;Once a month;Never;Multiple times day;;Multiple times day;Once a month;Once a month;Never;Multiple times day;NA;Multiple times day;Multiple times day;Never;Multiple times day;Less than once a month;Never;Never;Never;Once a month;Once a month;Never;Multiple times day;;Never;Once a month;Once a month;Never;Multiple times day;NA;Never;Multiple times day;Never;Multiple times day;Less than once a month;Never;Never;Once a month;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;NA;NA;Always;Always;;Never;Multiple times day;Once every few weeks;Never;Never;Once a month;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;25-30;University;543;Rwanda;Urban;0;0;1;Workforce;Rwandan;Typical;Every few days;Once a week;Less than once a month;Multiple times day;NA;Multiple times day;Every few days;Once a month;Less than once a month;Multiple times day;NA;Multiple times day;Every few days;Never;Multiple times day;Multiple times day;Never;Less than once a month;Multiple times day;Every few days;Once a month;Less than once a month;Multiple times day;NA;Multiple times day;Once a day;Once a month;Less than once a month;Multiple times day;NA;Multiple times day;Every few days;Never;Multiple times day;Multiple times day;Never;Less than once a month;Multiple times day;Always;Every few days;Once every few weeks;Once every few weeks;Once every few weeks;Always;Always;Once every few weeks;Always;Always;Once a month;Every few days;Once a day;Once every few weeks;Once a month;Less than once a month;Never;Less than once a month;Every few days;Multiple times day;Never;Every few days;Every few days;Never;Once a day;Multiple times day;Not very often;Somewhat often;Very often;Not very often;Very often;Very often;Very often;Somewhat often;Very often;Very often;Very often;Often;Very often;Somewhat often;Somewhat often;Very often;Somewhat often;Very often;Somewhat often;Somewhat often;Very often;Very often;Very often;Often;Somewhat often;Not very often;Often;Somewhat often;Never;Never;Never;Often;Not very often;Never;Never;Not very often;Never;Never;Not very often;Very often;Often;Never;Never;Never;Never;Never;Never;Never;Never;
1;20-24;University;542;Rwanda;Urban;0;0;0;Casual;Rwandan;Typical;Every few days;Multiple times day;Less than once a month;Once a day;Never;Multiple times day;Every few days;Multiple times day;Less than once a month;Once a day;Never;Multiple times day;Never;Never;Once a day;Once a day;Never;Every few days;Every few days;Every few days;Every few days;Less than once a month;Every few days;NA;Every few days;Every few days;Every few days;Never;Every few days;NA;Multiple times day;Never;Never;Once a day;Once a day;Never;Every few days;Every few days;Always;Less than once a month;Less than once a month;Always;Always;Always;Every few days;Never;Once a day;Never;Never;Every few days;Once a week;Once a day;Never;Never;Never;Once a week;Once a week;Less than once a month;Never;Once a day;Every few days;Never;Every few days;Every few days;Somewhat often;Often;Very often;Never;Somewhat often;Never;Very often;Very often;Very often;Very often;Very often;Often;Very often;Somewhat often;Often;Very often;Never;Often;Never;Often;Very often;Often;Very often;Not very often;Never;Very often;Very often;Very often;Somewhat often;Somewhat often;Somewhat often;Very often;Very often;Never;Never;Very often;Very often;Often;Very often;Never;Never;Never;Never;Never;Never;Never;Very often;Never;Never;
0;20-24;University;527;Rwanda;Urban;0;0;0;Unemployed;Rwandan;Typical;Every few days;Once a day;Never;Once a day;NA;Multiple times day;Every few days;Once a day;Never;Once a day;Never;Multiple times day;Never;Never;Never;Once every few weeks;Multiple times day;Every few days;Once every few weeks;Every few days;Once every few weeks;Never;Every few days;Never;NA;Once a day;Every few days;Never;Once a day;Never;Never;Never;Never;Never;Once every few weeks;Multiple times day;Once a week;Once every few weeks;Every few days;Always;Always;Every few days;Once a week;Always;Once a day;Never;Once a day;Never;Once a month;Always;Once a month;Never;NA;Always;Less than once a month;Every few days;Always;Never;Never;Once every few weeks;Once every few weeks;Once a day;Once a month;Once a day;Somewhat often;Very often;Often;Never;Not very often;Not very often;Often;Very often;Often;Often;Very often;Somewhat often;Often;Not very often;Often;Very often;Never;Often;Not very often;Very often;Very often;Often;Very often;Never;Often;Very often;Very often;Very often;Often;Not very often;Somewhat often;Often;Not very often;Not very often;NA;Often;Somewhat often;NA;Very often;Very often;Somewhat often;NA;NA;NA;NA;NA;Somewhat often;NA;NA;
