"gender","age","education","country","geography","student","teacher","caregiver","occupation","cultural","case","desktop","laptop","tablet","smartphone","richmobile","basicmobile","desktopuse","laptopuse","tabletuse","smartphoneuse","richmobileuse","basicmobileuse","at_everywhere","at_work","at_home","at_familyhouse","at_school","at_public","at_internetcafe","desktop_access","laptop_access","tablet_access","smartphone_access","richmobile_access","basicmobile_access","desktopUSE_net","laptopUSE_net","tabletUSE_net","smartphoneUSE_net","richmobileUSE_net","basicmobileUSE_net","everywhere_net","work_net","home_net","familyhouse_net","school_net","public_net","internetcafe_net","sms_access","digitalphoto_access","digitalvideo_access","digitalpayment_access","digitalpayment_recieve","politicalnews_access","socialnetworks","healthinfo","jobsearch","serviceoffer","games","topics","discussions","word","budgeting","appdev","webdev","products","banking","everywhereUSE","workUSE","homeUSE","familyhouseUSE","schoolUSE","publicUSE","internetcafeUSE","playgames","takephoto","lookphoto","makevideo","watchvideo","makemusic","listenmusic","read","write","talk","talkfamily","events","learn","games_net","takephotos_net","lookphotos_net","makevideos_net","watchvideos_net","makemusic_net","listenmusic_net","read_net","write_net","talkfriends_net","talkfamily_net","planevent_net","learn_net","shareidea_net","learnidea_net","musicdownload_net","moviedownload_net","bookdownload_net","facebook","twitter","instagram","snapchat","youtube","linkedin","badoo","googlep","whatsapp","viber","kik","bbmessenger","vine","pinterest","tumblr","googledocs","blogger","wordpress","wordedit"
"515","Female","25-30","University","Canada","Urban",0,0,0,"Workforce","Other","Typical","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Once a week","Multiple times day","Multiple times day","Never","Never","Multiple times day","Multiple times day","Multiple times day","Never","Never","Never","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Never","Never","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Never","Never","Multiple times day","Multiple times day","Multiple times day","Never","Never","Never","Multiple times day","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Less than once a month","Once a day","Less than once a month","Always","Multiple times day","Multiple times day","Multiple times day","Never","Never","Never","Multiple times day","Never","Often","Often","Very often","Very often","Never","Somewhat often","Very often","Somewhat often","Very often","Very often","Somewhat often","Somewhat often","Never","Very often","Very often","Very often","Very often","Never","Somewhat often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Never","Never","Very often","Very often","Never","Somewhat often","Never","Somewhat often","Somewhat often","Never","Never","Never","Never","Very often","Never","Never","Somewhat often","Never","Never","Never","Never","Very often"
"516","Female","20-24","Primary","Canada","Urban",0,0,0,"Workforce","Canadian","Typical","Multiple times day","Less than once a month","Multiple times day","Multiple times day","Never","Never","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Never","Never","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Never","Never","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Never","Never","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Less than once a month","Every few days","Always","Always","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Often","Very often","Very often","Not very often","Often","Never","Often","Somewhat often","Often","Often","Very often","Not very often","Often","Not very often","Often","Often","Not very often","Often","Never","Often","Often","Often","Often","Very often","Not very often","Often","Not very often","Not very often","Often","Never","Never","Very often","Never","Often","Never","Not very often","Not very often","Never","Never","Never","Never","Never","Never","Not very often","Not very often","Never","Not very often","Never","Never","Often"
"517","Female","20-24","Secondary","Canada","Urban",0,0,0,"Workforce","Other","Typical","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Never","Multiple times day","Once a week","Multiple times day","Multiple times day","Multiple times day","Never","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Never","Never","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Never","Never","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Always","Always","Always","Always","Always","Always","Always","Every few days","Always","Always","Always","Always","Always","Always","Always","Never","Always","Always","Always","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Once a day","Multiple times day","Multiple times day","Often","Often","Very often","Often","Very often","Never","Very often","Somewhat often","Very often","Very often","Very often","Often","Very often","Never","Somewhat often","Often","Not very often","Often","Never","Often","Often","Not very often","Often","Often","Not very often","Often","Often","Often","Never","Often","Not very often","Somewhat often","Never","Never","Never","Very often","Somewhat often","Never","Somewhat often","Very often","Never","Never","Never","Never","Never","Never","Often","Never","Never","Never"
"518","Female","25-30","University","Canada","Urban",0,0,0,"Workforce","Canadian","Typical","Multiple times day","Multiple times day","Never","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Never","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Never","Never","Never","Multiple times day","Multiple times day","Multiple times day","Never","Multiple times day","Multiple times day","Never","Multiple times day","Multiple times day","Never","Multiple times day","Multiple times day","Never","Multiple times day","Multiple times day","Multiple times day","Never","Never","Never","Multiple times day","Always","Always","Always","Always","Always","Always","Always","Less than once a month","Always","Always","Always","Always","Always","Always","Always","Never","Never","Every few days","Always","Multiple times day","Multiple times day","Multiple times day","Never","Never","Never","Multiple times day","Somewhat often","Very often","Very often","Not very often","Not very often","Never","Often","Very often","Very often","Very often","Very often","Often","Very often","Very often","Often","Very often","Not very often","Often","Never","Often","Very often","Often","Very often","Very often","Very often","Very often","Often","Often","Often","Very often","Never","Often","Never","Very often","Not very often","Not very often","Never","Never","Not very often","Not very often","Never","Never","Never","Never","Often","Never","Often","Never","Never","Often"
"519","Female","25-30","University","Canada","Urban",1,0,0,"Workforce","Canadian","Typical","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Never","Never","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Never","Never","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Never","Never","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Never","Never","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Never","Never","Always","Always","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Often","Somewhat often","Very often","Not very often","Very often","Never","Very often","Not very often","Very often","Very often","Very often","Very often","Very often","Often","Not very often","Often","Never","Often","Never","Somewhat often","Somewhat often","Somewhat often","Somewhat often","Often","Not very often","Often","Somewhat often","Often","Never","Often","Not very often","Very often","Not very often","Very often","Never","Very often","Never","Never","Never","Never","Never","Never","Never","Never","Not very often","Never","Never","Never","Never","Often"
"520","Female","20-24","Secondary","Canada","Urban",0,0,0,"Self-employed","Canadian","Typical","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Never","Never","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Never","Never","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Never","Never","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Never","Never","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Always","Always","Always","Always","Always","Once a day","Always","Always","Always","Always","Always","Always","Always","Always","Always","Never","Always","Always","Always","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Often","Often","Often","Somewhat often","Often","Not very often","Often","Not very often","Not very often","Often","Often","Never","Often","Often","Often","Often","Somewhat often","Very often","Somewhat often","Very often","Somewhat often","Not very often","Often","Often","Never","Never","Often","Very often","Somewhat often","Often","Not very often","Very often","Often","Very often","Very often","Very often","Somewhat often","Never","Often","Never","Never","Not very often","Never","Often","Often","Very often","Not very often","Never","Somewhat often","Often"
"521","Female","20-24","University","Canada","Urban",1,0,0,"Unemployed","Canadian","Typical","Multiple times day","Multiple times day","Never","Multiple times day","Never","Never","Multiple times day","Multiple times day","Never","Multiple times day","Never","Never","Multiple times day","Multiple times day","Multiple times day","Never","Never","Never","Multiple times day","Multiple times day","Multiple times day","Never","Multiple times day","Never","Never","Multiple times day","Multiple times day","Never","Multiple times day","Never","Never","Multiple times day","Multiple times day","Multiple times day","Never","Never","Never","Multiple times day","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Once every few weeks","Never","Always","Always","Always","Multiple times day","Multiple times day","Multiple times day","Never","Never","Never","Multiple times day","Very often","Very often","Very often","Somewhat often","Very often","Never","Very often","Not very often","Not very often","Very often","Not very often","Very often","Somewhat often","Very often","Very often","Often","Somewhat often","Often","Never","Often","Not very often","Not very often","Often","Not very often","Often","Very often","Very often","Very often","Somewhat often","Not very often","Very often","Often","Very often","Somewhat often","Very often","Somewhat often","Not very often","Never","Never","Never","Never","Never","Somewhat often","Not very often","Not very often","Very often","Somewhat often","Not very often","Very often","Very often"
"522","Male","20-24","University","Canada","Urban",0,0,0,"Workforce","Canadian","Typical","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Never","Never","Multiple times day","Once a day","Once a day","Multiple times day","Never","Never","Multiple times day","Multiple times day","Multiple times day","Once a day","Never","Never","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Never","Never","Multiple times day","Multiple times day","Multiple times day","Once a day","Never","Never","Multiple times day","Multiple times day","Multiple times day","Once a day","Never","Never","Multiple times day","Always","Always","Always","Always","Always","Always","Always","Never","Always","Every few days","Always","Once a week","Always","Always","Always","Never","Every few days","Always","Always","Multiple times day","Multiple times day","Multiple times day","Once a day","Never","Never","Multiple times day","Somewhat often","Not very often","Somewhat often","Often","Often","Not very often","Often","Somewhat often","Often","Often","Very often","Somewhat often","Often","Somewhat often","Often","Often","Often","Often","Somewhat often","Often","Often","Somewhat often","Often","Very often","Somewhat often","Often","Often","Often","Very often","Somewhat often","Never","Very often","Somewhat often","Very often","Often","Somewhat often","Never","Never","Never","Never","Never","Never","Very often","Somewhat often","Somewhat often","Never","Never","Never","Never","Often"
"523","Male","20-24","Secondary","Canada","Urban",0,0,0,"Workforce","Canadian","Typical","Multiple times day","Multiple times day","Never","Multiple times day","Never","Multiple times day","Once a day","Multiple times day","Never","Multiple times day","Never","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Never","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Never","Multiple times day","Never","Never","Multiple times day","Multiple times day","Never","Multiple times day","Never","Never","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Never","Multiple times day","Multiple times day","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Never","Always","Always","Always","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Never","Multiple times day","Multiple times day","Not very often","Often","Often","Often","Somewhat often","Very often","Very often","Not very often","Very often","Very often","Very often","Very often","Often","Never","Often","Often","Often","Often","Very often","Very often","Not very often","Very often","Very often","Very often","Often","Often","Very often","Very often","Very often","Not very often","Never","Often","Somewhat often","Often","Often","Very often","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Often"
"524","Male","25-30","University","Canada","Urban",0,0,0,"S-owner","Ind-Canadian","Typical","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Never","Never","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Never","Never","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Never","Never","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Never","Never","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Never","Never","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Never","Never","Multiple times day","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Never","Always","Always","Always","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Never","Never","Multiple times day","Never","Somewhat often","Often","Somewhat often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Often","Very often","Never","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Not very often","Very often","Often","Often","Never","Very often","Never","Never","Very often","Never","Never","Never","Never","Never","Never","Never","Often","Never","Never","Not very often"
"525","Female","25-30","University","Canada","Urban",0,0,0,"Self-employed","Ind-Canadian","Typical","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Never","Never","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Never","Never","Multiple times day","Multiple times day","Multiple times day","Once a day","Never","Never","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Never","Never","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Never","Never","Multiple times day","Multiple times day","Multiple times day","Once a day","Never","Never","Multiple times day","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Never","Always","Always","Always","Multiple times day","Multiple times day","Multiple times day","Once a day","Never","Never","Multiple times day","Never","Often","Often","Somewhat often","Somewhat often","Not very often","Very often","Very often","Somewhat often","Very often","Very often","Very often","Very often","Never","Often","Often","Not very often","Not very often","Not very often","Very often","Very often","Not very often","Very often","Very often","Very often","Very often","Often","Often","Often","Not very often","Often","Very often","Not very often","Not very often","Not very often","Often","Not very often","Never","Somewhat often","Never","Never","Never","Never","Never","Somewhat often","Never","Very often","Never","Not very often","Often"
"526","Male","20-24","Secondary","Canada","Urban",0,0,0,"Workforce","Ind-Canadian","Typical","Multiple times day","Multiple times day","Never","Multiple times day","Never","Never","Multiple times day","Multiple times day","Never","Multiple times day","Never","Never","Multiple times day","Multiple times day","Multiple times day","Never","Never","Never","Multiple times day","Multiple times day","Multiple times day","Never","Multiple times day","Never","Never","Multiple times day","Multiple times day","Never","Multiple times day","Never","Never","Multiple times day","Multiple times day","Multiple times day","Never","Never","Never","Multiple times day","Always","Always","Always","Always","Always","Always","Always","Always","Always","Never","Always","Always","Less than once a month","Always","Always","Never","Never","Always","Always","Multiple times day","Multiple times day","Multiple times day","Never","Never","Never","Multiple times day","Very often","Somewhat often","Somewhat often","Not very often","Very often","Never","Very often","Very often","Somewhat often","Somewhat often","Somewhat often","Somewhat often","Very often","Somewhat often","Not very often","Often","Not very often","Very often","Never","Very often","Very often","Somewhat often","Somewhat often","Somewhat often","Somewhat often","Very often","Never","Very often","Very often","Somewhat often","Never","Very often","Never","Never","Never","Very often","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Often"
"527","Female","16-19","Secondary","Canada","Urban",0,0,0,"Self-employed","Ind-Canadian","Typical","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Never","Never","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Never","Never","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Never","Never","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Never","Never","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Never","Never","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Never","Never","Multiple times day","Always","Always","Always","Never","Never","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Never","Always","Always","Never","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Never","Never","Multiple times day","Very often","Often","Often","Not very often","Very often","Not very often","Very often","Often","Very often","Often","Often","Often","Very often","Very often","Very often","Very often","Not very often","Very often","Not very often","Very often","Often","Very often","Very often","Very often","Often","Very often","Very often","Often","Very often","Not very often","Not very often","Very often","Very often","Somewhat often","Not very often","Very often","Never","Never","Not very often","Never","Never","Never","Never","Never","Very often","Very often","Somewhat often","Not very often","Never","Often"
"528","Male",">30","Secondary","Canada","Urban",0,0,0,"Self-employed","Ind-Canadian","Typical","Multiple times day","Multiple times day","Never","Multiple times day","Never","Never","Multiple times day","Multiple times day","Never","Multiple times day","Never","Never","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Never","Never","Multiple times day","Multiple times day","Multiple times day","Never","Multiple times day","Never","Never","Multiple times day","Multiple times day","Never","Multiple times day","Never","Never","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Never","Never","Multiple times day","Always","Always","Always","Always","Always","Never","Always","Never","Once a week","Always","Always","Always","Always","Always","Always","Never","Always","Always","Always","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Never","Never","Multiple times day","Not very often","Often","Often","Often","Very often","Not very often","Often","Not very often","Somewhat often","Often","Very often","Often","Often","Not very often","Very often","Very often","Very often","Very often","Not very often","Very often","Not very often","Not very often","Very often","Very often","Often","Very often","Very often","Often","Very often","Very often","Not very often","Very often","Never","Often","Never","Very often","Never","Never","Often","Never","Never","Never","Never","Never","Often","Never","Never","Never","Never","Never"
"529","Male","20-24","Certificate","Canada","Urban",0,0,0,"Self-employed","Ind-Canadian","Typical","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Never","Never","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Never","Never","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Never","Never","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Never","Never","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Always","Always","Always","Always","Always","Always","Always","Never","Always","Always","Always","Always","Always","Always","Always","Never","Less than once a month","Always","Always","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Somewhat often","Somewhat often","Very often","Not very often","Very often","Very often","Very often","Somewhat often","Very often","Very often","Not very often","Somewhat often","Very often","Not very often","Not very often","Very often","Not very often","Very often","Never","Very often","Somewhat often","Very often","Very often","Not very often","Somewhat often","Very often","Not very often","Somewhat often","Very often","Never","Never","Very often","Never","Never","Never","Very often","Never","Never","Not very often","Never","Never","Never","Never","Not very often","Never","Never","Very often","Never","Never","Often"
"530","Male",">30","University","Canada","Urban",0,0,0,"Workforce","Ind-Canadian","Typical","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Never","Never","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Never","Never","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Never","Never","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Never","Never","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Never","Never","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Never","Never","Multiple times day","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Never","Never","Multiple times day","Somewhat often","Often","Very often","Somewhat often","Often","Somewhat often","Often","Somewhat often","Somewhat often","Often","Often","Often","Often","Not very often","Often","Often","Somewhat often","Often","Somewhat often","Often","Somewhat often","Somewhat often","Often","Often","Often","Often","Very often","Often","Not very often","Not very often","Somewhat often","Very often","Somewhat often","Somewhat often","Very often","Often","Not very often","Never","Never","Often","Never","Never","Never","Not very often","Never","Somewhat often","Often","Never","Somewhat often","Often"
"531","Female","20-24","Certificate","Canada","Urban",0,0,0,"Self-employed","Ind-Canadian","Typical","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Never","Never","Once every few weeks","Multiple times day","Once every few weeks","Multiple times day","Never","Never","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Never","Multiple times day","Multiple times day","Multiple times day","Once a day","Multiple times day","Multiple times day","Never","Never","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Never","Never","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Never","Multiple times day","Multiple times day","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Never","Never","Always","Always","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Never","Multiple times day","Multiple times day","Often","Very often","Somewhat often","Very often","Very often","Never","Often","Very often","Very often","Often","Very often","Somewhat often","Very often","Never","Very often","Very often","Very often","Very often","Never","Often","Often","Often","Often","Often","Somewhat often","Often","Very often","Very often","Often","Never","Never","Very often","Never","Often","Not very often","Often","Never","Never","Often","Never","Never","Never","Never","Never","Often","Not very often","Often","Never","Never","Often"
"532","Male",">30","Primary","Canada","Urban",0,0,0,"S-owner","Ind-Canadian","Typical","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Never","Never","Multiple times day","Once a day","Once a day","Multiple times day","Never","Never","Multiple times day","Multiple times day","Multiple times day","Never","Never","Never","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Never","Never","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Never","Never","Multiple times day","Multiple times day","Multiple times day","Never","Never","Never","Multiple times day","Always","Always","Always","Always","Always","Always","Always","Never","Always","Always","Always","Always","Always","Always","Always","Never","Never","Always","Always","Multiple times day","Multiple times day","Multiple times day","Never","Never","Never","Multiple times day","Never","Often","Often","Somewhat often","Often","Somewhat often","Somewhat often","Somewhat often","Somewhat often","Often","Often","Often","Often","Never","Often","Often","Somewhat often","Somewhat often","Not very often","Not very often","Often","Often","Often","Often","Often","Often","Often","Often","Never","Never","Never","Often","Never","Often","Never","Often","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Often"
"533","Female","16-19","Secondary","Canada","Urban",0,0,0,"Self-employed","Ind-Canadian","Typical","Multiple times day","Once a week","Multiple times day","Multiple times day","Never","Never","Multiple times day","Once a week","Multiple times day","Multiple times day","Never","Never","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Never","Never","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Never","Never","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Always","Always","Always","Always","Always","Always","Always","Never","Always","Never","Always","Always","Always","Never","Never","Never","Never","Always","Always","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Not very often","Very often","Very often","Often","Very often","Not very often","Very often","Very often","Very often","Very often","Very often","Often","Very often","Not very often","Very often","Very often","Not very often","Very often","Not very often","Very often","Very often","Not very often","Very often","Very often","Often","Very often","Very often","Very often","Very often","Not very often","Never","Very often","Often","Very often","Very often","Very often","Never","Never","Very often","Never","Never","Never","Never","Somewhat often","Never","Very often","Very often","Never","Never","Very often"
"534","Female","16-19","Secondary","Canada","Urban",0,0,0,"Self-employed","Ind-Canadian","Typical","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Never","Never","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Never","Never","Multiple times day","Multiple times day","Multiple times day","Once a day","Never","Never","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Never","Never","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Never","Never","Multiple times day","Multiple times day","Multiple times day","Once a day","Never","Never","Multiple times day","Always","Always","Always","Always","Always","Always","Always","Never","Always","Never","Always","Always","Always","Always","Always","Never","Always","Always","Always","Multiple times day","Multiple times day","Multiple times day","Once a day","Never","Never","Multiple times day","Very often","Very often","Very often","Often","Very often","Never","Very often","Very often","Somewhat often","Very often","Very often","Often","Very often","Not very often","Often","Often","Somewhat often","Very often","Never","Very often","Very often","Often","Very often","Very often","Often","Very often","Very often","Very often","Not very often","Very often","Never","Very often","Often","Often","Very often","Very often","Not very often","Never","Very often","Often","Often","Not very often","Never","Somewhat often","Often","Very often","Very often","Never","Never","Very often"
"535","Male","25-30","University","Ethiopia","Urban",0,1,0,"Workforce","Ethiopian","Typical","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Every few days","Every few days","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Once every few weeks","Once every few weeks","Multiple times day","Multiple times day","Multiple times day","Once every few weeks","Once a day","Every few days","Once every few weeks","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Every few days","Once every few weeks","Multiple times day","Multiple times day","Multiple times day","Multiple times day","Once every few weeks","Once every few weeks","Multiple times day","Multiple times day","Once a day","Once every few weeks","Once a day","Every few days","Once every few weeks","Always","Always","Always","Always","Always","Always","Always","Never","Always","Always","Always","Always","Always","Always","Always","Never","Always","Never","Always","Multiple times day","Multiple times day","Once a day","Once every few weeks","Once a day","Every few days","Once every few weeks","Somewhat often","Often","Often","Somewhat often","Often","Not very often","Often","Often","Often","Often","Often","Often","Often","Not very often","Somewhat often","Somewhat often","Never","Often","Never","Often","Often","Often","Often","Often","Often","Often","Often","Often","Not very often","Not very often","Not very often","Very often","Very often","Not very often","Never","Very often","Very often","Never","Somewhat often","Very often","Very often","Never","Never","Never","Never","Never","Never","Never","Never","Often"
"536","Male","20-24","University","Ethiopia","Urban",0,0,0,"Workforce","Ethiopian","Typical","Multiple times day","Once a day","Every few days","Once a day","Once every few weeks","Every few days","Once a day","Multiple times day","Every few days","Multiple times day","Once a month","Less than once a month","Multiple times day","Multiple times day","Once a day","Once a week","Once a month","Every few days","Once every few weeks","Once a day","Multiple times day","Every few days","Multiple times day","Less than once a month","Never","Once a day","Multiple times day","Once a week","Multiple times day","Once a month","Never","Multiple times day","Once a day","Multiple times day","Once a week","Every few days","Once every few weeks","Once a week","Always","Always","Every few days","Once a month","Once a month","Always","Always","Every few days","Once a day","Every few days","Always","Every few days","Every few days","Always","Once a week","Every few days","Less than once a month","Less than once a month","Once a month","Multiple times day","Multiple times day","Multiple times day","Every few days","Once a week","Every few days","Once every few weeks","Very often","Very often","Very often","Somewhat often","Often","Somewhat often","Very often","Very often","Very often","Very often","Very often","Not very often","Very often","Not very often","Somewhat often","Very often","Somewhat often","Very often","Somewhat often","Very often","Very often","Very often","Very often","Very often","Not very often","Very often","Very often","Very often","Very often","Somewhat often","Somewhat often","Very often","Somewhat often","Very often","Often","Very often","Very often","Never","Very often","Very often","Very often","Never","Never","Never","Not very often","Not very often","Never","Very often","Never","Very often"
"537","Female","25-30","University","Ethiopia","Urban",0,0,0,"Workforce","Ethiopian","Typical","Multiple times day","Less than once a month","Never","Multiple times day","Never","Multiple times day","Multiple times day","Less than once a month","Never","Multiple times day","Never","Multiple times day","Once a day","Multiple times day","Multiple times day","Every few days","Never","Once a week","Every few days","Multiple times day","Less than once a month","Never","Multiple times day","Never","Never","Multiple times day","Less than once a month","Never","Multiple times day","Never","Less than once a month","Multiple times day","Multiple times day","Multiple times day","Once a week","Never","Once every few weeks","Every few days","Always","Always","Always","Never","Never","Once every few weeks","Always","Once a day","Once a day","Once a week","Every few days","Once a day","Always","Always","Once a week","Once a month","Never","Never","Never","Multiple times day","Multiple times day","Multiple times day","Once a week","Never","Once every few weeks","Every few days","Very often","Very often","Very often","Not very often","Very often","Not very often","Very often","Often","Often","Very often","Somewhat often","Not very often","Somewhat often","Not very often","Somewhat often","Very often","Somewhat often","Somewhat often","Somewhat often","Somewhat often","Often","Often","Very often","Somewhat often","Somewhat often","Often","Very often","Very often","Very often","Often","Often","Very often","Somewhat often","Somewhat often","Somewhat often","Often","Not very often","Somewhat often","Often","Very often","Very often","Never","Not very often","Not very often","Somewhat often","Somewhat often","Somewhat often","Often","Not very often","Often"
